"state", "date_peak", "cases_peak"
"mauritania", "11/26/21", "15"
"mauritania", "01/07/22", "196"
"mauritania", "05/19/22", "5"
"mauritania", "07/06/22", "28"
"mauritius", "04/08/20", "14"
"mauritius", "06/23/20", "0"
"mauritius", "10/22/20", "3"
"mauritius", "02/02/21", "2"
"mauritius", "04/01/21", "25"
"mauritius", "08/31/21", "276"
"mauritius", "11/11/21", "1,161"
"mauritius", "01/28/22", "3,804"
"mauritius", "07/23/22", "496"
"mexico", "07/30/20", "49"
"mexico", "10/08/20", "59"
"mexico", "01/22/21", "128"
"mexico", "08/19/21", "141"
"mexico", "01/22/22", "339"
"mexico", "07/12/22", "213"
"moldova", "06/19/20", "108"
"moldova", "10/02/20", "251"
"moldova", "12/10/20", "437"
"moldova", "03/25/21", "496"
"moldova", "10/21/21", "493"
"moldova", "01/27/22", "1,346"
"moldova", "07/24/22", "270"
"mongolia", "05/16/20", "4"
"mongolia", "07/16/20", "2"
"mongolia", "09/03/20", "0"
"mongolia", "11/22/20", "9"
"mongolia", "12/31/20", "7"
"mongolia", "04/23/21", "324"
"mongolia", "06/18/21", "649"
"mongolia", "10/29/21", "2,202"
"mongolia", "01/24/22", "2,187"
"mongolia", "06/04/22", "94"
"mongolia", "07/23/22", "252"
"morocco", "04/18/20", "5"
"morocco", "11/13/20", "128"
"morocco", "04/09/21", "15"
"morocco", "08/06/21", "240"
"morocco", "01/21/22", "179"
"morocco", "07/01/22", "77"
"mozambique", "09/28/20", "6"
"mozambique", "01/29/21", "26"
"mozambique", "07/30/21", "53"
"mozambique", "12/31/21", "90"
"mozambique", "06/16/22", "3"
"myanmar", "04/11/20", "0"
"myanmar", "05/28/20", "0"
"myanmar", "10/10/20", "25"
"myanmar", "11/20/20", "24"
"myanmar", "07/22/21", "93"
"myanmar", "02/23/22", "52"
"myanmar", "06/25/22", "0"
"namibia", "03/27/20", "0"
"namibia", "08/22/20", "88"
"namibia", "12/30/20", "178"
"namibia", "02/21/21", "82"
"namibia", "06/28/21", "632"
"namibia", "12/20/21", "389"
"namibia", "05/25/22", "291"
"nepal", "06/25/20", "16"
"nepal", "10/21/20", "113"
"nepal", "05/10/21", "256"
"nepal", "08/11/21", "75"
"nepal", "01/20/22", "243"
"nepal", "07/24/22", "10"
"netherlands", "04/10/20", "57"
"netherlands", "10/27/20", "493"
"netherlands", "12/18/20", "591"
"netherlands", "04/22/21", "410"
"netherlands", "07/16/21", "512"
"netherlands", "11/24/21", "1,103"
"netherlands", "02/08/22", "6,586"
"netherlands", "07/13/22", "353"
"new_zealand", "04/04/20", "13"
"new_zealand", "06/22/20", "0"
"new_zealand", "08/15/20", "2"
"new_zealand", "10/23/20", "2"
"new_zealand", "11/22/20", "1"
"new_zealand", "01/12/21", "2"
"new_zealand", "04/07/21", "2"
"new_zealand", "07/20/21", "1"
"new_zealand", "08/27/21", "12"
"new_zealand", "11/14/21", "33"
"new_zealand", "03/03/22", "3,805"
"new_zealand", "07/09/22", "2,114"
"nicaragua", "05/27/20", "13"
"nicaragua", "07/13/20", "6"
"nicaragua", "01/11/21", "1"
"nicaragua", "02/08/21", "1"
"nicaragua", "09/13/21", "11"
"nicaragua", "02/14/22", "2"
"nicaragua", "06/13/22", "1"
"nicaragua", "06/27/22", "2"
"niger", "04/07/20", "2"
"niger", "06/19/20", "0"
"niger", "07/22/20", "0"
"niger", "09/18/20", "0"
"niger", "12/07/20", "3"
"niger", "03/09/21", "1"
"niger", "04/24/21", "0"
"niger", "08/01/21", "0"
"niger", "11/09/21", "1"
"niger", "01/10/22", "4"
"niger", "04/13/22", "0"
"niger", "07/09/22", "0"
"nigeria", "06/29/20", "3"
"nigeria", "01/21/21", "7"
"nigeria", "05/22/21", "0"
"nigeria", "08/22/21", "3"
"nigeria", "12/25/21", "9"
"nigeria", "07/10/22", "1"
"north_macedonia", "04/14/20", "25"
"north_macedonia", "07/10/20", "67"
"north_macedonia", "11/20/20", "483"
"north_macedonia", "04/02/21", "518"
"north_macedonia", "08/20/21", "436"
"north_macedonia", "11/05/21", "229"
"north_macedonia", "01/28/22", "760"
"north_macedonia", "07/20/22", "274"
"norway", "03/27/20", "44"
"norway", "11/20/20", "115"
"norway", "01/08/21", "112"
"norway", "03/18/21", "157"
"norway", "09/02/21", "242"
"norway", "02/10/22", "3,459"
"norway", "06/23/22", "113"
"oman", "07/13/20", "301"
